Veículo;Combustivel;DATA .: ;;Valor/Litro;Quantidade;Valor;Anterior;Atual;Km Rodada;Média (Km/L)
GMF8355;GASOLINA;17/01/2022;(E);7.084;21.56;R$ 152.75;79686;80001;315;14.61
GMF8355;GASOLINA;20/01/2022;(E);7.299;38.63;R$ 281.96;80001;80723;722;18.69
GMF8355;GASOLINA;08/02/2022;(E);7.065;40.62;R$ 286.98;80723;81174;451;11.10
GMF8355;GASOLINA;10/02/2022;(E);7.694;32.46;R$ 249.77;81174;81721;547;16.85
GMF8355;GASOLINA;17/02/2022;(E);7.034;24.07;R$ 169.33;81721;82085;364;15.12
GMF8355;GASOLINA;23/02/2022;(E);7.035;27.18;R$ 191.21;82085;82480;395;14.53
GMF8355;GASOLINA;24/02/2022;(E);7.035;41.35;R$ 290.90;82480;83186;706;17.07
Qtde = 28;Subtotal .:;890.60;R$ 6,070.02;13162;14.78;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8484;;;;;;;;;;
GMF8484;GASOLINA;01/06/2021;(E);5.995;40.10;R$ 240.40;46701;47057;356;8.88
GMF8484;GASOLINA;03/08/2021;(E);6.055;17.06;R$ 103.30;47057;47197;140;8.21
GMF8484;GASOLINA;03/08/2021;(E);6.277;22.78;R$ 143.00;47197;47497;300;13.17
GMF8484;GASOLINA;05/08/2021;(E);6.558;31.15;R$ 204.31;47497;47872;375;12.04
GMF8484;GASOLINA;05/08/2021;(E);6.037;20.25;R$ 122.25;47872;48155;283;13.98
GMF8484;GASOLINA;18/08/2021;(E);6.294;18.76;R$ 118.09;48155;48404;249;13.27
GMF8484;GASOLINA;28/08/2021;(E);6.339;29.36;R$ 186.14;48404;48800;396;13.49
GMF8484;GASOLINA;30/08/2021;(E);6.339;28.72;R$ 182.08;48800;49160;360;12.53
GMF8484;GASOLINA;31/08/2021;(E);6.500;29.95;R$ 194.69;49160;49615;455;15.19
GMF8484;GASOLINA;01/09/2021;(E);6.097;26.34;R$ 160.60;49615;49933;318;12.07
GMF8484;GASOLINA;09/09/2021;(E);6.499;31.48;R$ 204.59;49933;50340;407;12.93
GMF8484;GASOLINA;09/09/2021;(E);6.500;17.67;R$ 114.87;50340;50590;250;14.15
GMF8484;GASOLINA;22/09/2021;(E);6.395;32.43;R$ 207.39;50590;50944;354;10.92
GMF8484;GASOLINA;23/09/2021;(E);6.448;16.49;R$ 106.34;50944;51160;216;13.10
GMF8484;GASOLINA;30/09/2021;(E);6.498;31.28;R$ 203.28;51160;51554;394;12.60
GMF8484;GASOLINA;04/10/2021;(E);6.498;18.68;R$ 121.40;51554;51785;231;12.37
GMF8484;GASOLINA;04/10/2021;(E);6.245;29.71;R$ 185.54;51785;52144;359;12.08
GMF8484;GASOLINA;06/10/2021;(E);6.689;26.35;R$ 176.27;52144;52449;305;11.57
GMF8484;GASOLINA;08/10/2021;(E);6.24;25.63;R$ 159.93;52449;52790;341;13.30
GMF8484;GASOLINA;14/10/2021;(E);6.685;42.68;R$ 285.32;52790;53291;501;11.74
GMF8484;GASOLINA;20/10/2021;(E);6.800;22.38;R$ 152.19;53291;53585;294;13.14
GMF8484;ALCOOL;22/10/2021;(E);5.194;24.32;R$ 126.32;53585;53853;268;11.02
GMF8484;GASOLINA;05/11/2021;(E);7.085;11.02;R$ 78.08;53853;53930;77;6.99
GMF8484;GASOLINA;11/11/2021;(E);7.299;22.03;R$ 160.81;53930;54182;252;11.44
GMF8484;GASOLINA;15/11/2021;(E);7.084;15.47;R$ 109.60;54182;54383;201;12.99
GMF8484;GASOLINA;16/11/2021;(E);6.995;36.80;R$ 257.42;54383;54816;433;11.77
GMF8484;GASOLINA;17/11/2021;(E);7.399;22.68;R$ 167.81;54816;55128;312;13.76
GMF8484;GASOLINA;18/11/2021;(E);6.994;15.67;R$ 109.61;55128;55336;208;13.27
GMF8484;GASOLINA;29/11/2021;(E);7.085;38.46;R$ 272.49;55336;55802;466;12.12
GMF8484;GASOLINA;30/11/2021;(E);6.994;35.46;R$ 248.04;55802;56230;428;12.07
GMF8484;GASOLINA;02/12/2021;(E);6.995;28.62;R$ 200.20;56230;56600;370;12.93
GMF8484;GASOLINA;06/12/2021;(E);7.085;42.25;R$ 299.34;56600;57105;505;11.95
GMF8484;GASOLINA;07/12/2021;(E);7.299;20.00;R$ 145.98;57105;57363;258;12.90
GMF8484;GASOLINA;13/01/2022;(E);7.076;25.04;R$ 177.20;57363;57640;277;11.06
GMF8484;GASOLINA;17/01/2022;(E);7.144;33.61;R$ 240.14;57640;58052;412;12.26
GMF8484;GASOLINA;18/01/2022;(E);6.990;35.25;R$ 246.40;58052;58525;473;13.42
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 44;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF8484;GASOLINA;25/01/2022;(E);6.999;41.47;R$ 290.28;58525;59050;525;12.66
GMF8484;GASOLINA;03/02/2022;(E);7.065;35.54;R$ 251.09;59050;59463;413;11.62
GMF8484;GASOLINA;07/02/2022;(E);6.999;32.93;R$ 230.48;59463;59880;417;12.66
GMF8484;GASOLINA;08/02/2022;(E);6.890;29.04;R$ 200.09;59880;60245;365;12.57
GMF8484;GASOLINA;11/02/2022;(E);7.199;42.40;R$ 305.25;60245;60760;515;12.15
GMF8484;GASOLINA;15/02/2022;(E);6.999;20.76;R$ 145.30;60760;61025;265;12.76
Qtde = 42;Subtotal .:;1,168.07;R$ 7,833.91;14324;12.26;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8485;;;;;;;;;;
GMF8485;GASOLINA;16/03/2021;(E);5.994;47.13;R$ 282.54;64703;65062;359;7.62
GMF8485;GASOLINA;14/05/2021;(E);6.195;36.67;R$ 227.17;64703;65318;615;16.77
GMF8485;GASOLINA;23/05/2021;(E);6.241;27.64;R$ 172.52;65318;65608;290;10.49
GMF8485;GASOLINA;23/05/2021;(E);6.591;24.79;R$ 163.41;65608;65902;294;11.86
GMF8485;GASOLINA;23/05/2021;(E);6.399;20.37;R$ 130.35;65902;66081;179;8.79
GMF8485;GASOLINA;24/05/2021;(E);6.590;36.20;R$ 238.57;66081;66469;388;10.72
GMF8485;GASOLINA;24/05/2021;(E);6.239;29.65;R$ 185.01;66469;66770;301;10.15
GMF8485;GASOLINA;23/06/2021;(E);5.995;40.18;R$ 240.88;66770;67216;446;11.10
GMF8485;GASOLINA;20/08/2021;(E);6.294;33.03;R$ 207.92;67216;67498;282;8.54
GMF8485;GASOLINA;21/08/2021;(E);6.646;37.64;R$ 250.19;67498;67941;443;11.77
GMF8485;GASOLINA;21/08/2021;(E);6.788;29.51;R$ 200.34;67941;68253;312;10.57
GMF8485;GASOLINA;22/08/2021;(E);6.647;38.51;R$ 255.98;68253;68672;419;10.88
GMF8485;GASOLINA;31/08/2021;(E);6.295;45.18;R$ 284.41;68672;69133;461;10.20
GMF8485;GASOLINA;08/09/2021;(E);6.385;35.91;R$ 229.29;69133;69516;383;10.67
GMF8485;GASOLINA;10/09/2021;(E);6.348;21.45;R$ 136.18;69516;69744;228;10.63
GMF8485;GASOLINA;15/10/2021;(E);6.599;35.72;R$ 235.72;69744;70091;347;9.71
GMF8485;GASOLINA;17/10/2021;(E);6.998;34.79;R$ 243.46;70091;70532;441;12.68
GMF8485;GASOLINA;19/10/2021;(E);6.648;41.75;R$ 277.59;70532;71069;537;12.86
GMF8485;GASOLINA;25/10/2021;(E);6.785;26.42;R$ 179.26;71069;71383;314;11.88
GMF8485;GASOLINA;26/10/2021;(E);6.798;33.16;R$ 225.45;71383;71763;380;11.46
GMF8485;GASOLINA;27/10/2021;(E);7.146;47.12;R$ 336.72;71763;72297;534;11.33
GMF8485;GASOLINA;03/11/2021;(E);7.084;30.27;R$ 214.46;72297;72611;314;10.37
GMF8485;GASOLINA;08/11/2021;(E);7.079;31.01;R$ 219.52;72611;72946;335;10.80
GMF8485;GASOLINA;09/11/2021;(E);7.085;41.73;R$ 295.66;72946;73362;416;9.97
GMF8485;GASOLINA;09/11/2021;(E);7.487;33.77;R$ 252.84;73362;73765;403;11.93
GMF8485;GASOLINA;17/11/2021;(E);7.085;40.32;R$ 285.67;73765;74181;416;10.32
GMF8485;GASOLINA;24/11/2021;(E);7.606;41.88;R$ 318.54;74181;74645;464;11.08
GMF8485;GASOLINA;24/11/2021;(E);7.420;19.02;R$ 141.13;74645;74832;187;9.83
GMF8485;GASOLINA;27/11/2021;(E);7.085;27.66;R$ 195.97;74832;75098;266;9.62
GMF8485;GASOLINA;22/12/2021;(E);6.999;43.53;R$ 304.68;75098;75597;499;11.46
GMF8485;GASOLINA;22/12/2021;(E);7.298;16.24;R$ 118.52;75597;75801;204;12.56
GMF8485;GASOLINA;27/12/2021;(E);6.998;41.78;R$ 292.40;75801;76318;517;12.37
GMF8485;GASOLINA;31/12/2021;(E);6.755;25.12;R$ 169.69;76318;76646;328;13.06
GMF8485;GASOLINA;07/01/2022;(E);7.199;42.14;R$ 303.37;76646;77172;526;12.48
GMF8485;GASOLINA;21/01/2022;(E);6.898;46.39;R$ 320.04;77172;77667;495;10.67
GMF8485;GASOLINA;14/02/2022;(E);6.997;37.89;R$ 265.12;77667;78091;424;11.19
GMF8485;GASOLINA;15/02/2022;(E);7.063;42.08;R$ 297.21;78091;78501;410;9.74
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 45;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF8485;GASOLINA;16/02/2022;(E);7.399;30.34;R$ 224.49;78501;78891;390;12.85
GMF8485;GASOLINA;17/02/2022;(E);6.898;35.78;R$ 246.81;78891;79283;392;10.96
GMF8485;GASOLINA;21/02/2022;(E);7.034;35.55;R$ 250.09;79283;79606;323;9.09
GMF8485;GASOLINA;22/02/2022;(E);7.297;31.55;R$ 230.25;79606;79983;377;11.95
GMF8485;GASOLINA;28/02/2022;(E);6.898;43.15;R$ 297.68;79983;80502;519;12.03
Qtde = 42;Subtotal .:;1,460.02;R$ 9,947.10;16158;11.07;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8532;;;;;;;;;;
GMF8532;GASOLINA;03/02/2021;(E);5.045;41.99;R$ 211.84;23298;23628;330;7.86
GMF8532;GASOLINA;04/02/2021;(E);5.281;27.47;R$ 145.07;23628;24004;376;13.69
GMF8532;GASOLINA;05/02/2021;(E);5.499;31.28;R$ 172.01;24004;24409;405;12.95
GMF8532;GASOLINA;05/02/2021;(E);5.280;35.79;R$ 189.00;24409;24815;406;11.34
GMF8532;GASOLINA;12/03/2021;(E);5.995;44.79;R$ 268.52;24815;25318;503;11.23
GMF8532;GASOLINA;14/03/2021;(E);5.798;29.84;R$ 173.04;25318;25738;420;14.08
GMF8532;GASOLINA;15/03/2021;(E);6.320;24.71;R$ 156.17;25738;26053;315;12.75
GMF8532;GASOLINA;15/03/2021;(E);6.101;32.24;R$ 196.71;26053;26455;402;12.47
GMF8532;GASOLINA;06/04/2021;(E);5.995;35.82;R$ 214.74;26455;26863;408;11.39
GMF8532;GASOLINA;07/04/2021;(E);5.699;30.18;R$ 172.00;26863;27228;365;12.09
GMF8532;GASOLINA;08/04/2021;(E);6.32;21.19;R$ 133.92;27228;27448;220;10.38
GMF8532;GASOLINA;08/04/2021;(E);6.060;30.69;R$ 186.01;27448;27948;500;16.29
GMF8532;GASOLINA;12/05/2021;(E);5.995;32.29;R$ 193.58;27948;28398;450;13.94
GMF8532;GASOLINA;13/05/2021;(E);5.800;28.23;R$ 163.75;28398;28814;416;14.74
GMF8532;GASOLINA;14/05/2021;(E);6.399;24.38;R$ 156.01;28814;29127;313;12.84
GMF8532;GASOLINA;14/05/2021;(E);5.799;23.98;R$ 139.06;29127;29442;315;13.14
GMF8532;GASOLINA;23/07/2021;(E);6.055;43.08;R$ 260.85;29442;29959;517;12.00
GMF8532;GASOLINA;13/08/2021;(E);6.299;31.36;R$ 197.55;29959;30386;427;13.62
GMF8532;GASOLINA;13/08/2021;(E);6.82;37.34;R$ 254.66;30386;30833;447;11.97
GMF8532;GASOLINA;14/08/2021;(E);6.689;14.15;R$ 94.65;30833;30983;150;10.60
GMF8532;GASOLINA;14/08/2021;(E);6.359;34.95;R$ 222.25;30983;31479;496;14.19
GMF8532;GASOLINA;18/08/2021;(E);6.295;35.01;R$ 220.39;31479;31881;402;11.48
GMF8532;GASOLINA;10/09/2021;(E);6.499;40.00;R$ 259.96;31881;32270;389;9.72
GMF8532;GASOLINA;14/09/2021;(E);6.384;18.06;R$ 115.31;32270;32432;162;8.97
GMF8532;GASOLINA;14/09/2021;(E);6.629;36.10;R$ 239.31;32432;32877;445;12.33
GMF8532;GASOLINA;16/09/2021;(E);6.629;22.03;R$ 146.04;32877;33142;265;12.03
GMF8532;GASOLINA;20/09/2021;(E);6.395;40.10;R$ 256.44;33142;33605;463;11.55
GMF8532;GASOLINA;27/09/2021;(E);6.394;38.55;R$ 246.52;33605;34046;441;11.44
GMF8532;GASOLINA;05/10/2021;(E);6.589;32.78;R$ 215.99;34046;34387;341;10.40
GMF8532;GASOLINA;05/10/2021;(E);6.698;19.73;R$ 132.17;34387;34664;277;14.04
GMF8532;GASOLINA;06/10/2021;(E);6.729;35.14;R$ 236.46;34664;35078;414;11.78
GMF8532;GASOLINA;14/10/2021;(E);6.799;37.31;R$ 253.67;35078;35517;439;11.77
GMF8532;GASOLINA;22/10/2021;(E);6.698;28.99;R$ 194.20;35517;35847;330;11.38
GMF8532;ALCOOL;22/10/2021;(E);5.294;21.22;R$ 112.34;35847;36124;277;13.05
GMF8532;GASOLINA;24/10/2021;(E);6.698;39.86;R$ 267.02;36124;36567;443;11.11
GMF8532;GASOLINA;24/10/2021;(E);7.217;25.79;R$ 186.15;36567;36867;300;11.63
GMF8532;GASOLINA;27/10/2021;(E);7.478;24.43;R$ 182.71;36867;37141;274;11.22
GMF8532;GASOLINA;28/10/2021;(E);6.960;34.77;R$ 242.03;37141;37550;409;11.76
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 46;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF8532;GASOLINA;05/11/2021;(E);7.085;41.59;R$ 294.67;37550;38013;463;11.13
GMF8532;GASOLINA;06/11/2021;(E);6.899;34.95;R$ 241.13;38013;38432;419;11.99
GMF8532;GASOLINA;07/11/2021;(E);7.569;38.36;R$ 290.35;38432;38888;456;11.89
GMF8532;GASOLINA;07/11/2021;(E);6.900;31.45;R$ 217.01;38888;39241;353;11.22
GMF8532;GASOLINA;08/11/2021;(E);7.299;36.58;R$ 267.00;39241;39651;410;11.21
GMF8532;GASOLINA;16/11/2021;(E);7.398;35.00;R$ 258.96;39651;40052;401;11.46
GMF8532;GASOLINA;19/11/2021;(E);7.399;34.81;R$ 257.56;40052;40465;413;11.86
GMF8532;GASOLINA;22/11/2021;(E);7.085;39.89;R$ 282.62;40465;40927;462;11.58
GMF8532;GASOLINA;27/11/2021;(E);7.085;28.25;R$ 200.15;40927;41219;292;10.34
GMF8532;GASOLINA;28/11/2021;(E);6.900;33.34;R$ 230.05;41219;41660;441;13.23
GMF8532;GASOLINA;29/11/2021;(E);7.559;37.05;R$ 280.06;41660;42019;359;9.69
GMF8532;GASOLINA;29/11/2021;(E);6.898;33.63;R$ 232.01;42019;42441;422;12.55
GMF8532;GASOLINA;03/12/2021;(E);7.198;42.33;R$ 304.73;42441;42901;460;10.87
GMF8532;GASOLINA;07/12/2021;(E);7.451;29.71;R$ 221.39;42901;43146;245;8.25
GMF8532;GASOLINA;11/12/2021;(E);7.085;39.39;R$ 279.08;43146;43602;456;11.58
GMF8532;GASOLINA;14/12/2021;(E);7.249;38.92;R$ 282.13;43602;44059;457;11.74
GMF8532;GASOLINA;15/12/2021;(E);6.899;27.14;R$ 187.24;44059;44394;335;12.34
GMF8532;GASOLINA;14/01/2022;(E);7.085;32.23;R$ 228.35;44394;44691;297;9.22
GMF8532;GASOLINA;16/01/2022;(E);7.349;33.61;R$ 247.03;44691;45068;377;11.22
GMF8532;GASOLINA;16/01/2022;(E);7.669;34.74;R$ 266.42;45068;45464;396;11.40
GMF8532;GASOLINA;19/01/2022;(E);7.668;38.12;R$ 292.34;45464;45820;356;9.34
GMF8532;GASOLINA;20/01/2022;(E);6.950;26.84;R$ 186.55;45820;46141;321;11.96
GMF8532;GASOLINA;20/01/2022;(E);7.419;28.96;R$ 214.88;46141;46533;392;13.54
GMF8532;GASOLINA;25/01/2022;(E);7.065;31.19;R$ 220.36;46533;46869;336;10.77
GMF8532;GASOLINA;25/01/2022;(E);7.351;25.93;R$ 190.62;46869;47162;293;11.30
GMF8532;GASOLINA;01/02/2022;(E);7.065;16.87;R$ 119.19;47162;47350;188;11.14
GMF8532;GASOLINA;02/02/2022;(E);6.900;36.38;R$ 251.05;47350;47771;421;11.57
GMF8532;GASOLINA;02/02/2022;(E);7.669;33.63;R$ 257.91;47771;48147;376;11.18
GMF8532;GASOLINA;03/02/2022;(E);7.337;44.98;R$ 330.02;48147;48613;466;10.36
GMF8532;GASOLINA;07/02/2022;(E);7.064;41.14;R$ 290.65;48613;49096;483;11.74
GMF8532;GASOLINA;08/02/2022;(E);7.148;32.54;R$ 232.62;49096;49491;395;12.14
GMF8532;GASOLINA;09/02/2022;(E);7.350;35.26;R$ 259.17;49491;49920;429;12.17
GMF8532;GASOLINA;10/02/2022;(E);7.299;46.25;R$ 337.58;49920;50359;439;9.49
Qtde = 71;Subtotal .:;2,326.68;R$ 15,658.97;27061;11.63;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8533;;;;;;;;;;
GMF8533;GASOLINA;28/07/2021;(E);6.057;17.07;R$ 103.40;19635;19925;290;16.99
GMF8533;GASOLINA;10/08/2021;(E);6.239;41.16;R$ 256.80;19925;20339;414;10.06
GMF8533;GASOLINA;22/09/2021;(E);6.637;35.04;R$ 232.56;20339;20677;338;9.65
GMF8533;GASOLINA;23/09/2021;(E);6.337;15.78;R$ 100.00;20677;20858;181;11.47
GMF8533;GASOLINA;08/11/2021;(E);6.988;41.37;R$ 289.13;20858;21273;415;10.03
GMF8533;GASOLINA;11/11/2021;(E);7.251;44.07;R$ 319.57;21273;21743;470;10.66
GMF8533;GASOLINA;16/11/2021;(E);7.085;36.18;R$ 256.34;21743;22189;446;12.33
GMF8533;GASOLINA;22/12/2021;(E);7.090;29.95;R$ 212.35;22189;22484;295;9.85
GMF8533;GASOLINA;26/01/2022;(E);7.299;36.25;R$ 264.59;22484;22909;425;11.72
GMF8533;GASOLINA;11/02/2022;(E);6.898;37.05;R$ 255.57;22909;23363;454;12.25
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 47;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
Qtde = 10;Subtotal .:;333.92;R$ 2,290.31;3728;11.16;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8534;;;;;;;;;;
GMF8534;DIESEL;25/02/2021;(E);4.595;70.39;R$ 323.44;15925;16587;662;9.40
GMF8534;DIESEL;04/03/2021;(E);4.419;48.87;R$ 215.96;16587;16986;399;8.16
GMF8534;DIESEL;12/03/2021;(E);4.594;31.57;R$ 145.06;16986;17292;306;9.69
GMF8534;DIESEL;05/04/2021;(E);4.495;42.56;R$ 191.31;17292;17667;375;8.81
GMF8534;DIESEL;09/04/2021;(E);4.259;57.24;R$ 243.79;17667;18229;562;9.82
GMF8534;DIESEL;30/04/2021;(E);4.579;39.12;R$ 179.13;18229;18541;312;7.98
GMF8534;DIESEL;14/05/2021;(E);4.519;58.00;R$ 262.10;18541;19121;580;10.00
GMF8534;DIESEL;01/07/2021;(E);4.749;45.14;R$ 214.37;19121;19583;462;10.23
GMF8534;DIESEL;16/07/2021;(E);4.659;45.76;R$ 213.20;19583;20027;444;9.70
GMF8534;DIESEL;28/07/2021;(E);4.939;55.27;R$ 272.98;20027;20575;548;9.91
GMF8534;DIESEL;11/08/2021;(E);4.895;54.66;R$ 267.56;20575;21080;505;9.24
GMF8534;DIESEL;02/09/2021;(E);4.769;58.74;R$ 280.13;21080;21655;575;9.79
GMF8534;DIESEL;16/09/2021;(E);4.768;38.99;R$ 185.94;21655;21991;336;8.62
GMF8534;DIESEL;30/09/2021;(E);5.289;78.66;R$ 416.03;21991;22623;632;8.03
GMF8534;DIESEL;08/10/2021;(E);5.038;53.18;R$ 267.97;22623;23141;518;9.74
GMF8534;DIESEL;23/11/2021;(E);5.589;62.36;R$ 348.53;23141;23726;585;9.38
GMF8534;DIESEL;09/12/2021;(E);5.348;45.74;R$ 244.66;23726;24147;421;9.20
GMF8534;DIESEL;21/01/2022;(E);5.659;72.00;R$ 407.45;24147;24746;599;8.32
Qtde = 18;Subtotal .:;958.25;R$ 4,679.62;8821;9.21;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8536;;;;;;;;;;
GMF8536;ALCOOL;02/02/2021;(E);3.299;46.85;R$ 154.56;7908;8235;327;6.98
GMF8536;ALCOOL;25/02/2021;(E);3.799;36.93;R$ 140.30;8235;8500;265;7.18
GMF8536;ALCOOL;16/03/2021;(E);4.289;43.21;R$ 185.33;8500;8834;334;7.73
GMF8536;ALCOOL;03/05/2021;(E);4.099;52.32;R$ 214.46;8500;9257;757;14.47
GMF8536;ALCOOL;10/05/2021;(E);4.399;35.94;R$ 158.10;9257;9527;270;7.51
GMF8536;GASOLINA;10/06/2021;(E);5.889;44.54;R$ 262.30;9527;9873;346;7.77
GMF8536;ALCOOL;12/08/2021;(E);4.598;41.69;R$ 191.73;9873;10282;409;9.81
GMF8536;GASOLINA;09/09/2021;(E);6.398;33.77;R$ 216.09;10282;10509;227;6.72
GMF8536;GASOLINA;08/10/2021;(E);6.599;47.44;R$ 313.06;10509;10942;433;9.13
GMF8536;GASOLINA;04/11/2021;(E);6.989;50.10;R$ 350.15;10509;11384;875;17.47
GMF8536;GASOLINA;01/12/2021;(E);7.199;44.55;R$ 320.72;11384;11819;435;9.76
GMF8536;ALCOOL;29/12/2021;(E);5.478;45.83;R$ 251.10;11819;12219;400;8.73
GMF8536;ALCOOL;01/02/2022;(E);5.188;47.64;R$ 247.20;12219;12630;411;8.63
Qtde = 13;Subtotal .:;570.81;R$ 3,005.10;5489;9.62;;;;;
VEÍCULO .: ;;;;;;;;;;
GSM6051;;;;;;;;;;
GSM6051;DIESEL;19/04/2021;(E);4.399;50.47;R$ 222.02;260625;261157;532;10.54
GSM6051;DIESEL;20/04/2021;(E);4.737;40.37;R$ 191.24;261157;261485;328;8.12
GSM6051;DIESEL;01/05/2021;(E);4.548;32.03;R$ 145.70;261485;261782;297;9.27
GSM6051;DIESEL;17/05/2021;(E);4.794;49.50;R$ 237.35;261782;262236;454;9.17
GSM6051;DIESEL;13/08/2021;(E);5.555;27.00;R$ 150.00;262236;262538;302;11.19
GSM6051;DIESEL;16/08/2021;(E);4.629;45.26;R$ 209.51;262538;262869;331;7.31
GSM6051;DIESEL;25/08/2021;(E);4.895;53.03;R$ 259.58;262869;263439;570;10.75
GSM6051;DIESEL;14/09/2021;(E);4.897;20.42;R$ 100.00;263439;263690;251;12.29
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 48;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GSM6051;DIESEL;15/09/2021;(E);4.897;20.42;R$ 100.00;263690;264006;316;15.48
GSM6051;DIESEL;18/09/2021;(E);4.897;20.42;R$ 100.00;264006;264210;204;9.99
GSM6051;DIESEL;30/09/2021;(E);5.195;64.63;R$ 335.75;264210;264547;337;5.21
GSM6051;DIESEL;01/10/2021;(E);5.532;50.11;R$ 277.23;264547;265025;478;9.54
GSM6051;DIESEL;03/11/2021;(E);5.639;55.44;R$ 312.63;265025;265541;516;9.31
GSM6051;DIESEL;05/11/2021;(E);5.904;34.98;R$ 206.54;265541;265889;348;9.95
GSM6051;DIESEL;09/12/2021;(E);5.595;54.02;R$ 302.24;265889;266335;446;8.26
GSM6051;DIESEL;11/12/2021;(E);5.883;30.21;R$ 177.74;266335;266627;292;9.67
GSM6051;DIESEL;17/02/2022;(E);5.625;38.67;R$ 217.53;266627;267083;456;11.79
Qtde = 17;Subtotal .:;686.98;R$ 3,545.07;6458;9.40;;;;;
VEÍCULO .: ;;;;;;;;;;
GSZ4470;;;;;;;;;;
GSZ4470;DIESEL;09/04/2021;(E);4.499;8.89;R$ 40.00;99959;100018;59;6.64
GSZ4470;DIESEL;09/04/2021;(E);4.598;80.06;R$ 368.16;100018;100676;658;8.22
GSZ4470;DIESEL;24/05/2021;(E);4.799;64.14;R$ 307.82;99959;100600;641;9.99
GSZ4470;DIESEL;28/05/2021;(E);4.929;57.26;R$ 282.24;100600;101086;486;8.49
GSZ4470;DIESEL;28/05/2021;(E);4.799;49.14;R$ 235.83;101086;101712;626;12.74
GSZ4470;DIESEL;22/06/2021;(E);4.800;52.19;R$ 250.52;101712;102416;704;13.49
GSZ4470;DIESEL;23/06/2021;(E);4.800;39.97;R$ 191.86;102416;102913;497;12.43
GSZ4470;DIESEL;15/07/2021;(E);4.790;50.07;R$ 239.86;102913;103297;384;7.67
GSZ4470;DIESEL;20/08/2021;(E);4.799;50.34;R$ 241.62;102913;103487;574;11.40
GSZ4470;DIESEL;24/08/2021;(E);4.898;61.05;R$ 299.02;103487;104049;562;9.21
GSZ4470;DIESEL;26/08/2021;(E);4.799;50.49;R$ 242.34;104049;104553;504;9.98
GSZ4470;DIESEL;01/09/2021;(E);4.898;49.92;R$ 244.51;104553;105015;462;9.25
GSZ4470;DIESEL;02/09/2021;(E);4.859;58.38;R$ 283.67;105015;105605;590;10.11
GSZ4470;DIESEL;02/09/2021;(E);5.066;60.26;R$ 305.29;105605;106135;530;8.80
GSZ4470;DIESEL;04/09/2021;(E);4.89;60.29;R$ 294.82;106135;106693;558;9.26
GSZ4470;DIESEL;30/09/2021;(E);5.195;44.96;R$ 233.57;106693;107070;377;8.39
GSZ4470;DIESEL;03/10/2021;(E);5.195;29.39;R$ 152.68;107070;107340;270;9.19
GSZ4470;DIESEL;04/10/2021;(E);5.33;47.03;R$ 250.67;107340;107819;479;10.18
GSZ4470;DIESEL;06/10/2021;(E);5.401;33.33;R$ 180.02;107819;108149;330;9.90
GSZ4470;DIESEL;08/10/2021;(E);5.330;40.41;R$ 215.39;108149;108544;395;9.77
GSZ4470;DIESEL;11/10/2021;(E);5.025;53.17;R$ 267.20;108544;109153;609;11.45
